List of Graduate Programmes,"NUS-ISS offers five graduate programmes which focus on the practical aspects of information technology (IT) and data science. 
Graduate Diploma in Systems Analysis
Master of Technology in Digital Leadership
Master of Technology in Enterprise Business Analytics
Master of Technology in Intelligent Systems
Master of Technology in Knowledge Engineering
Master of Technology in Software Engineering"
Overview of Graduate Diploma in Systems Analysis programme (GDipSA)  ,"The Graduate Diploma in Systems Analysis programme (GDipSA) is designed for non-IT graduates intending to craft a new career path in the IT industry. IT graduates and professionals who wish to advance their careers in their current field and recognise the need to equip themselves with the latest IT knowledge and skills to stay relevant may apply as well.
Next Intake : August 2019 (Full-time)
Duration : Full-time 1 year
Application Deadline : 15 April 2019 (For International Applications) 30 April 2019 (For Local Applications) "
Technical learning outcomes of Graduate Diploma in Systems Analysis programme (GDipSA),"Gather user requirements 
Systematically analyse and design feasible IT solutions
Select the right technology
Code, test and implement proposed solutions
Trouble-shoot problems"
Non-technical learning outcomes of Graduate Diploma in Systems Analysis programme (GDipSA),"Problem solving
Project management 
Teamwork
Leadership"
Modules of Graduate Diploma in Systems Analysis programme (GDipSA),"The GDipSA curriculum is designed with senior executives of prominent IT industry players, so you can be assured that the skills and knowledge taught are relevant and up-to-date. The IT industry in Singapore evolves at a fast pace and it is important to us that our students are equipped with leading edge skills and knowledge for their future IT careers."
Projects & Internships of Graduate Diploma in Systems Analysis programme (GDipSA),"Projects and internships provide opportunities for students to put into practice what you have learnt in the classroom, making your ideas come to life in the real-world"
5-month Internship of Graduate Diploma in Systems Analysis programme (GDipSA),"The 5-month internship is a crucial and prized component of the GDipSA programme. Here, students are assigned to companies to work in real-life settings. Students develop the versatility and flexibility to handle the unpredictable challenges of user requirements, project schedules and end-product expectations of any real-life project. They will learn to adapt quickly to new working cultures, pick up new technical skills and domain knowledge where required, and propose feasible IT solutions, develop and deliver them to the satisfaction of users.

Past internship companies our students have worked in include Accenture, Integrated Health Information Systems (IHiS), StarHub, OCBC Bank, IBM and more."
Timetable & Exams  of Graduate Diploma in Systems Analysis programme (GDipSA),"Fulfil the minimum attendance rate 
Complete all continuous assessments 
Pass all exam papers 
Attain the minimum Cumulative Grade Point 
Complete the Industrial Attachment satisfactorily "
Fees & Loans  of Graduate Diploma in Systems Analysis programme (GDipSA),"Singaporeans  : S$10,013.29 
Singapore Permanent Residents : S$15,663.29
International Students with Service Obligation (only applicable till August 2019 intake) : S$23,563.29
International Students without Service Obligation : S$37,463.29"
Admission & Application  of Graduate Diploma in Systems Analysis programme (GDipSA),"Applicants must possess the following pre-requisites:
Bachelor's degree from a recognised university 
Proficiency in the English Language (written and spoken)* 
Some work experience preferred "
Career Pathways of Graduate Diploma in Systems Analysis programme (GDipSA),"Find your fit with new opened doors
There is opportunity in Singapore for most areas of IT. What you learn in terms of IT skills is not as important as what you do with it. It is the attitude and the ability to learn from mistakes, and to contribute back to the company that you work for that is likely to make more of a difference than specific IT skills.
There are two main paths for advancement in IT - either technical or management. Technical means you continue to deepen your technical area in a domain (such as system architecture, or software engineering, etc.) and you become an expert in those areas. The other is management, where you can focus on project management, outsourcing, etc.
Our internship companies often tell us that if we can give them good students as interns, it is very likely they will get a job offer at the end of the internship.
Upon graduation, you will be trained IT specialists and leaders in real-world operating environments, equipped with invaluable problem solving, solutioning, and critical thinking skills. This would make you highly sought-after candidates of dynamic and successful multi-national corporations and institutions."
Overview of Master of Technology in Enterprise Business Analytics programme (MTech EBAC)  ,"The NUS Master of Technology in Enterprise Business Analytics programme (MTech EBAC) is specifically designed to meet the industry demand for data scientists who can help organisations achieve improved business outcomes through data insights. It is best suited for professionals seeking to focus on the following - methodical data exploration and visualisation, diagnostic analytics, predictive modelling using statistical and machine learning techniques, text analytics, recommender systems, and big data engineering, etc.
The MTech EBAC programme prepares students for specialist, expert and leadership roles in enterprise business analytics to create business value through strategic use of data, analytics, models and frontline tools.
By contributing to more effective utilisation and management of data analytics, you can help your enterprise to focus on big decisions so that they gain better predictive ability that can translate to higher profits. Helping enterprises to build better and more effective models will lead to improved outcomes such as more attractive pricing, higher levels of customer care, better market segmentation, and highly-efficient inventory management and finally profit maximization."
Technical learning outcomes of Master of Technology in Enterprise Business Analytics programme (MTech EBAC),"Discovering insights from data
Applying concepts and techniques to solve major business problems
Designing and customizing marketing campaigns through efficient targeting
Analysing sales channels
Optimising the marketing mix of their organisations
Improving decision-making to increase returns on investments for their organisations
Predicting the future profitability of their organisations
Automate production fault detection in manufacturing using predictive modelling"
Non-technical learning outcomes of Master of Technology in Enterprise Business Analytics programme (MTech EBAC),"Help enterprises move towards a stronger emphasis on computer tools and statistical and machine learning techniques to develop high-performance analytics capability
Translate massive and complex unstructured data (e.g.: text) into insights
Produce predictive models to solve a broad range of problems across various business functions and units
Contribute to the development of more effective business strategies and plans for sustainable growth and competitive advantage"
Modules of Master of Technology in Enterprise Business Analytics programme (MTech EBAC),"MTech EBAC candidates must successfully complete the following course components to be awarded the degree:
Fundamental - Complete two Mandatory Topics
Specialist - Complete any two of four Topics"
Projects & Internships of Master of Technology in Enterprise Business Analytics programme (MTech EBAC),"A central element of the MTech programme is the project module. 
Student projects for MTech EBAC students will include intense full time engagement of 3 months with companies for full time students. For part-time students the internship engagement will be for 6-12 months. Students are allowed to conduct their project as a team-based internship if desired. The expected commitment for the project is 30 man-days per team member.
Objectives
Practise new technical skills in a real industry environment
Apply tools, methods and techniques learnt
Learning outcomes:
Apply business analytics methods and techniques to solve identified business problems
Plan and execute business analytics projects by understanding business problems, identifying appropriate analytics techniques, and then applying data exploration, model building, testing and validating of results"
Timetable & Exams  of Master of Technology in Enterprise Business Analytics programme (MTech EBAC),"Year
Curriculum
Assessment
Year 1
Semester 1
(Jul-Nov) 
BA5001 : Management of Business Analytics Project (compulsory)
Data Analytics Process and Best Practice 
Data Storytelling 
Data Governance & Protection 
Managing Business Analytics Projects 
BA5002 : Business Analytics Practice (compulsory)
Statistics Bootcamp 
Predictive Analytics - Insights of Trends and Irregularities 
Text Analytics 
Recommender Systems 
 
- Continuous assessments
- Open book written exams
Choose ONE
BA5003 : Customer Analytics
Customer Analytics 
Advanced Customer Analytics 
Campaign Analytics 
BA5006 : Big Data Engineering and Web Analytics
Feature Engineering & Analytics with IOT Data 
Graph & Web Mining
Big Data Engineering for Analytics
Year 1
(Nov-May) 
Team-based Internship or Off-site Project (Nov – May)
Hands-on project with external organisation 
 
- Project, presentation & report (100%)
Year 1
Semester 2
(Jan-May) 
Choose ONE
- Continuous assessments (30 – 50%)
- Open book written exams (50 – 70%)
BA5005 : Specialized Predictive Modeling and Forecasting
Service Analytics
Generalized Predictive Modeling & Forecasting
Health Analytics

Students are evaluated through a combination of course work, project work and examinations. All students are required to complete a three-hour examination for each fundamental and specialist module taken."
Fees & Loans  of Master of Technology in Enterprise Business Analytics programme (MTech EBAC),"Singaporeans & Singapore Permanent Residents
(aged 21 years and above) : S$19,951.22 to S$21,376.46
Singaporeans, Singapore Permanent Residents (without subsidies) & International Students : S$52,023.40 to S$56,774.20"
Admission & Application  of Master of Technology in Enterprise Business Analytics programme (MTech EBAC),"Applicants must possess the following pre-requisites:
Bachelor's degree preferably in Mathematics, Statistics, Econometrics, Management Science, Operational Research, Science or Engineering and a grade point average of at least B
Proficiency in the English Language (written and spoken)*
Have passed an entrance test 
NUS-ISS may, at its discretion, accept GRE general test in lieu of NUS-ISS entrance test in genuine cases e.g. a candidate lives in a country where NUS-ISS does not administer entrance tests or candidate had valid reasons that prevented him/her from attending the NUS-ISS entrance test when it was administered
A sample of the entrance test can be found here
Preferably two years relevant working experience 
IT, engineering and scientific professionals would make ideal candidates
Candidates with highly relevant degrees in Mathematics, Statistics, Econometrics, Management Science, Operational Research or similar, with consistently good academic records may be granted a work experience waiver
Have received a favourable assessment at admissions interview conducted by NUS-ISS"
Career Pathways of Master of Technology in Enterprise Business Analytics programme (MTech EBAC),"There is opportunity in Singapore in almost all industries which are rapidly working towards digital transformation and data analytics sits in the heart of it. What you learn in terms of analytics skills is not as important as what you do with it. It is the attitude and the ability to learn from mistakes, and to contribute back to the company that you work for that is likely to make more of a difference than specific analytics skills.
There are two main paths for advancement in analytics - either technical or managerial. Technical means you continue to deepen your technical area in a domain (Finance, Government, Manufacturing, Telecom, Transportation, Technology companies etc.) and you become an expert data scientist in those areas. The other is managerial, where you can focus on designing solutions for clients (internal or external) to achieve their organization goals in the areas of profit maximization, automation or digitization. 
Our internship companies often tell us that if we can give them good students as interns, it is very likely they will get a job offer at the end of the internship.
As an MTech EBAC graduate, you will be prepared for specialist, expert and leadership roles in enterprise business analytics to create business value through strategic use of data, visualisation methods, modelling techniques and frontline tools."
Overview of Master of Technology in Digital Leadership (MTech DL),"In today’s world, almost every business is a digital business. In every industry, processes are being transformed by the pervasive use of digital technologies and rise of disruptive business models. To compete, businesses need to adapt and transform. Organisations need leaders who can think strategically to harness the digital change that create new opportunities for the business. This digital strategy and leadership programme prepares students to become leaders who can develop and lead strategies to transform their business to thrive in the new digital economy. "
Technical learning outcomes of Master of Technology in Digital Leadership (MTech DL),"Understand the practice of digital business models
Develop leadership skills to lead the digital journey and drive breakthrough change for organisation
Create effective plans to bring about digital transformation in the business for competitive advantage
Embrace strategic thinking, innovation and effective communication
It is about the job of the digital leader and how the role has become increasingly complex and multi-faceted as the innovative use of technology permeates through the organisation and drives new business models. New demands are mandated on today's leaders to reap the full benefit of digital opportunities, manage risks, complexity and uncertainties, and to drive cultural changes. 

This MTech DL programme that focus on digital strategy and leadership will equip students with the critical thinking, hard and soft skills to become an effective leader. It will accelerate their career and enhance one's ability to take on greater roles and responsibilities in digital leadership. Students will be equipped with the right processes and people capabilities to ride the digital wave and to thrive in the digital economy. Our goal is also to help organisations to develop its next generation of IT and digital leaders."
Modules of Master of Technology in Digital Leadership (MTech DL),"The NUS Master of Technology in Digital Leadership programme builds on a comprehensive curriculum and delivered through executive style teaching and peer learning. Candidates must successfully complete all the 10 course modules as well as deliver a digital leadership capstone project. 

Students are evaluated through a combination of continuous assessments, class participation, case studies and output from the capstone project. The programme is a 44 modular credit (MC) Master degree based on four major study areas: Practice of Digital Business, Digital Transformation, Digital Leadership & People and Digital Leadership Capstone. The curriculum strikes a balance between building deep leadership capabilities and functional skills and will be complemented by activities outside the classroom to reinforce learning. "
Projects & Internships of Master of Technology in Digital Leadership (MTech DL),"The Digital Leadership Capstone project 
Will extend over a period of 9 months for part-time students. Students will work in groups to perform the capstone project, with an expected student commitment of 40 man-days per team member. 
Objectives:
Bring together all disciplines encountered in the programme 
Apply knowledge, skills and techniques learnt in class to a real-life environment 
Learning outcomes:
Progressively compile a portfolio of observations, findings and recommendations on the target company/organisation 
Demonstrate the ability to present and communication final recommendations at the executive level "
Timetable & Exams  of Master of Technology in Digital Leadership (MTech DL)," Part-Time MTech (DL) Programme Time-Table

1st Semester
2nd Semester
3rd Semester
4th Semester
DL5101
Digital Organization Models
DL5202
Digital Business Strategy
DL5203
Mastering Digital Architecture
DL5301
Talent & Leadership Pathways
DL5201
Strategic Thinking & Foresight
DL5102
Digital Agility & Change Leadership
DL5302
Managing Digitalisation Complexity
DL5303
Digital Governance
DL5103
Innovation By Design
 All candidates will be assessed by a combination of continuous assessment assignments, class participation and mid-term assessments, as well as the output produced for the capstone project module. 

To become MTech DL graduates, candidates will be required to pass the 10 course modules: 

In no two consecutive semesters have a CAP of less than 2.5 
In no three consecutive semesters have a CAP of less than 3.0 
Achieve a minimum CAP of 3.0 after completing the entire programme."
Fees & Loans  of Master of Technology in Digital Leadership (MTech DL),"Singaporeans and Singapore Permanent Residents : Subtotal (per semester)  S$10,257.90 
International Students : Subtotal (per semester)  S$11,382.90 "
Admission & Application  of Master of Technology in Digital Leadership (MTech DL),"Applicants must possess the following pre-requisites:
A bachelor’s degree from an accredited institution preferably in Science, Engineering, Computing, Business or a related discipline and a grade point average of at least B
A minimum of 5 years of full-time relevant work experience after first degree 
Presently holding a senior or management position
Demonstrate digital acumen and work exposure to digitalisation
Have the passion and potential to assume a digital leadership position
A passionate learner with an ambition to shape the future and the ability to make things happen
Demonstrate proficiency in English (written and spoken)*
Have received a favourable assessment at admissions interview conducted by NUS-ISS. Admission is on a competitive basis and preference will be given to applicants with related job experiences"
Career Pathways of Master of Technology in Digital Leadership (MTech DL),"Find your fit with new opened doors
Our Master of Technology in Digital Leadership programme (MTech DL) focus on digital strategy and leadership. Aimed at seasoned professionals with the ambition to shape the future, you will get a solid grounding in digital business models, how tech-based innovations drive and transform a business. It will equip you to become a leader in business-technology strategy and digital transformation. You will acquire the necessary critical thinking, process and people skills to lead an organisation to thrive and harness the digital economy.
Career Prospects
Chief Technology Officer 
Chief Information Officer 
Chief Digital Officer 
IT Director 
Strategic Digital Planning Director 
Program Director 
Digital Marketing Director "
Overview of Master of Technology in Intelligent Systems (MTech IS)  ,"The NUS Master of Technology in Intelligent Systems programme is targeted at working professionals who wish to be able to design and build systems that utilise Artificial Intelligence and other Smart Systems techniques. Application areas are wide and diverse, and include robotics, autonomous vehicles, intelligent sensing systems, Internet of Things, Smart City applications and Industry 4.0 applications, as well as applications within business and commerce. 
The MTech IS programme emphasises the concepts, techniques and methods of Artificial Intelligence, and their application to the development of Intelligent Systems applications. The programme provides you with the essential knowledge and practical experience needed to become an Artificial Intelligence and Intelligent Systems specialist, and prepares you to be able to lead the development of Intelligent Systems in providing effective and optimal business solutions for your organisation.
Learning outcomes:
Apply Intelligent Systems concepts, techniques and methods to solve varied problems across multiple domains including: business, manufacturing, engineering, heathcare etc.
Lead the development of Intelligent Systems using contemporary tools and techniques, including Artificial Intelligence, Machine Learning, Prediction, Forecasting, Classification, Clustering and Optimisation
Design and customise algorithms to solve complex business problems and create strategic advantage
Recognition:
Top student is awarded the SPH Medal and Prize
Best Project Prize"
Technical learning outcomes of Master of Technology in Intelligent Systems (MTech IS),"Learning outcomes:
Apply Intelligent Systems concepts, techniques and methods to solve varied problems across multiple domains including: business, manufacturing, engineering, heathcare etc.
Lead the development of Intelligent Systems using contemporary tools and techniques, including Artificial Intelligence, Machine Learning, Prediction, Forecasting, Classification, Clustering and Optimisation
Design and customise algorithms to solve complex business problems and create strategic advantage"
Modules of Master of Technology in Intelligent Systems (MTech IS),"MTech IS candidates must successfully complete the following course components to be awarded the degree:
Fundamental Modules - Complete 2 Modules 
Specialist Modules - Complete any 2 Modules selected from 4 "
Projects & Internships of Master of Technology in Intelligent Systems (MTech IS),"A central element of the MTech programme is the project module.
Student projects for MTech IS students extend over a period of three months for full-time students and one year for part-time students. Full-time students are allowed to conduct their project as a team-based internship if desired. The expected commitment for the project is 60 man-days per team member.
Objectives
Acquire hands-on experience in defining and analysing the knowledge and data requirements of real-world business problems
Plan and strategise high-value intelligent systems projects to provide identifiable benefits to the internship company
Design, develop and implement Intelligent Systems through the effective use of Artificial Intelligence and Knowledge Engineering tools and techniques
Learning outcomes:
Conduct requirements analysis using a structured approach
Produce high-quality intelligent systems following industry best practices and methodologies
Proficient in the use of knowledge and data engineering tools and techniques to deliver optimal business value"
Timetable & Exams  of Master of Technology in Intelligent Systems (MTech IS),"
This section will be updated soon.
Timetable & Exams for Part-time Students

This section will be updated soon.
Students are evaluated through a combination of course work, project work and examinations. All students are required to complete a three-hour examination for each fundamental and specialist module taken.
Students who fail a module will be asked to withdraw. A minimum average grade across all examinations and practice assessments must be achieved to be awarded the degree. "
Fees & Loans  of Master of Technology in Intelligent Systems (MTech IS),"Singaporeans & Singapore Permanent Residents (aged 21 years and above) : S$20,939.90 to S$22,095.50
Singaporeans, Singapore Permanent Residents (without subsidies) & International Students : S$55,319.00 to S$59,171.00"
Admission & Application  of Master of Technology in Intelligent Systems (MTech IS),"Applicants must possess the following pre-requisites:
Bachelor's degree preferably in Science or Engineering and a grade point average of at least B
Proficiency in the English Language (written and spoken)*
Have passed an entrance test 
NUS-ISS may, at its discretion, accept GRE general test in lieu of NUS-ISS entrance test in genuine cases e.g. a candidate lives in a country where NUS-ISS does not administer entrance tests or candidate had valid reasons that prevented him/her from attending the NUS-ISS entrance test when it was administered
A sample of the entrance test can be found here
Preferably two years relevant working experience 
As an IT professional, such as software developer, business analyst, or as a domain expert, working in an area where Intelligent Systems and Knowledge Engineering can be applied
Candidates with highly relevant IT degrees, with consistently good academic records and good practical software development knowledge gained either through course work, course projects or professional IT certifications, may be granted a work experience waiver
Have received a favourable assessment at admissions interview conducted by NUS-ISS"
Career Pathways of Master of Technology in Intelligent Systems (MTech IS),"Find your fit with new opened doors
There is opportunity in Singapore for most areas of IT. What you learn in terms of IT skills is not as important as what you do with it. It is the attitude and the ability to learn from mistakes, and to contribute back to the company that you work for that is likely to make more of a difference than specific IT skills.
There are two main paths for advancement in IT - either technical or management. Technical means you continue to deepen your technical area in a domain (such as system architecture, or software engineering, etc.) and you become an expert in those areas. The other is management, where you can focus on project management, outsourcing, etc.
Our internship companies often tell us that if we can give them good students as interns, it is very likely they will get a job offer at the end of the internship.
As an MTech IS graduate, you will be trained to become an Artificial Intelligence and Knowledge Engineering and data analytics specialist, leading the development of Intelligent Systems to provide smart business solutions for organisations. 
Career Prospects
Artificial Intelligence Specialist
Machine Learning Specialist
Intelligent Systems Specialist
Robotic Systems Developers
Autonomous Vehicle Systems Developers
Vision and Sensing Systems Developers
A.I. Business System Developers
Intelligent Process Automation Developers
Intelligent Healthcare System Developers
Smart City Applications Developers
Language System Engineers
Text Mining / Analytics Specialist
Big Data Developers
Games Developers"
