NICF- Business Analysis for Agile Practitioners (SF),"Duration 2 days
Course Time 9:00am - 5:00pm
PDU 10
PDU and PD hours are available for this course
Enquiry Please contact Ms. Jeryn LIN at tel: 66017926 or email  for more details.
Today, more organisations are adopting Agile development and the trend is expected to continue. Agile development streamlines process overhead and improves predictability through better risk management.

Some popular Agile flavours today include Scrum and XP. Although these flavours describe in details the steps in Agile development, they do not elaborate on how to manage the requirements. This Business Analysis for Agile Practitioners course has been designed to introduce participants to the entire Agile development process, with a focus on requirements.

Through this course, participants will also be equipped with knowledge and skills to effectively perform business analysis in Agile projects. Participants will learn how to write and validate user stories. They will also be engaged in hands-on sessions to help facilitate and enhance the learning process.

This course is part of the Digital Strategy & Leadership and Digital Agility Series offered by NUS-ISS, and is not recommended for those who have already attended NICF - Certified ScrumMaster course or Certified Scrum Product Owner course.

Upon successful completion of this course, you will earn:

13 Professional Development hours (PD Hours) for the initial CBAP� application and Continuing Development Units (CDUs) for re-certification under IIBA�
10 Professional Development Units (PDUs) (PM: 10) that can be used to maintain your PMP� credential.
Note that for the purpose of PDU reporting by those with PMP� credentials, the PMI REP Provider Number of ISS is �2339�.

Upcoming Classes
Class 1 05 Sep 2019 to 06 Sep 2019 (Full Time)
Class 2 06 Jan 2020 to 07 Jan 2020 (Full Time)
Class 3 02 Mar 2020 to 03 Mar 2020 (Full Time)
"
NICF- ITIL� Foundation Certificate in IT Service Management (SF),"Duration 3 days
Course Time 9:00am - 5:00pm
PDU 13.5
PDU and PD hours are available for this course
Enquiry Please contact Ms. Serene ANG at tel: 66012391 or email  for more details. We are in a time of unprecedented change, known as the �Fourth Industrial Revolution�. It is characterised by the digital transformation of our world and the unavoidable interaction between humans, digital technologies and physical assets. It is an increasingly fast paced and complex environment, requiring organizations to be more agile, better equipped to adapt what they do and ready to adopt new ways of working to succeed. 
ITIL 4, through its framework, helps organizations to connect and align these different challenges that are relevant not only to ITSM professionals, but also by a wider range of professionals working in the digital world.

ITIL 4 expands previous versions by providing a practical and flexible basis to support organizations on their journey to the new world of digital transformation. It provides an end-to-end IT/digital operating model for the delivery and operation of tech-enabled products and services and enables IT teams to continue to play a crucial role in wider business strategy. 
ITIL 4 supports the existing investment that people and organizations have made into ITIL, as it is an expansion on the existing framework. That investment is protected because ITIL 4 provides a practical and flexible transition that helps organizations adopt the new ways of working brought by the modern digital world.

This course is part of the  Digital Agility  Series offered by NUS-ISS.

Upon successful completion of this course, you will earn 13.5 PDUs (PM: 11, Business: 2.5) that can be used to maintain your PMP� credential. Note that for the purpose of PDU reporting by those with PMP� credentials, the PMI REP Provider Number of ISS is �2339�.

Upcoming Classes
Class 1 11 Jul 2019 to 15 Jul 2019 (Full Time)
Class 2 12 Sep 2019 to 16 Sep 2019 (Full Time)
Class 3 14 Nov 2019 to 18 Nov 2019 (Full Time)
Class 4 13 Feb 2020 to 17 Feb 2020 (Full Time)"
NICF- Digital & Social Engagement Strategy (SF),"Duration 3 days
Course Time 9.00am - 5.00pm
Enquiry Please contact Ms. Elizabeth EE at tel: 65165409 or email  for more details. Businesses and individuals alike cannot be oblivious to the fact that digital technology has impacted their markets in the past decade, in almost every way imaginable. The way we buy and use products and services, the methods in which we create and consume content, and even the way we stay connected have changed drastically.  It is becoming crucial for organisations to embed digital capabilities into all parts of their organisation and the way they do business.

This 3-day intermediate course �Digital and Social Engagement Strategy� aims to provide participants with an overview of digital marketing and social engagement knowledge and skills.  At the end of the course, participants will be able to define, develop and review a digital marketing plan.

Relevant for both the private and public sectors, the course will highlight how consumer and citizen behaviours have changed in the face of digital, what are the latest trends in digital marketing channels and platforms and how participants can leverage on them.  It provides a good overview of what it takes to develop a digital marketing strategy to support the transformation of businesses and organisations

This course is part of the Digital Innovation & Design series offered by NUS-ISS.
Upcoming Classes
Class 1 09 Sep 2019 to 11 Sep 2019 (Full Time)
Class 2 13 Nov 2019 to 15 Nov 2019 (FullTime)
Class 3 10 Feb 2020 to 12 Feb 2020 (FullTime)"
NICF- Innovation Bootcamp (SF),"Duration 1 day
Course Time 9:00am - 6:00pm
Enquiry Please contact Ms. Elizabeth EE at tel: 65165409 or email  for more details.
In today�s fast moving and competitive world, it is essential for organisation to be equipped with the mindset and toolset to continuously innovate.

This course will introduce to participants a Human Centre Design (Design Thinking) innovation framework that embraces �User centred innovation�, �Design Thinking�, �Ethnographic Research�, and �Customer Experience Design�. These are some of the concepts that form the basis of the innovation. This course has been designed to create an awareness and expose participants to the skills needed for:

Engaging users to understand their needs
Identifying and communicating opportunities for improvement
Validating the desirability of new products/process/services early in the development
This high energy, fun, one-day workshop provides teams with an overview of innovation & service design, an understanding of where they can contribute and how they can contribute, and sets them on the journey to being more innovative in delivering their services. 

Due to its flexible nature, the course can be contextualised for individual organisations, sectors or focused on specific technologies. For example, we have run the innovation bootcamp for Financial Services, Healthcare and Government as well as for specific technologies.

This course is part of the Digital Innovation & Design series and Digital Strategy & Leadership series offered by NUS-ISS.
Upcoming Classes
Class 1 06 Sep 2019 to 06 Sep 2019 (FullTime)
Class 2 16 Mar 2020 to 16 Mar 2020 (FullTime)"
NICF- Mobile User Experience Design (SF),"Duration 3 days
Course Time 9:00am - 5:00pm
Enquiry Please contact Ms. Elizabeth EE at tel: 65165409 or email  for more details. The proliferation of mobile devices and the �Internet of Things� has increased organisations� awareness on the design of services delivered on the mobile platform. Mobile app is now a critical feature of service delivery and typically the first touch-point in the user journey with the service. Reflecting this trend, organisations are investing in the Mobile User Experience Design as a means to ensure effective delivery and increase competitiveness of their services. 

This 3-day course is designed to provide advanced training in key concepts, tools and techniques for designing good user experience in mobile app. From analysing mobile user behaviour, understanding mobile design principles and patterns, to mobile app prototyping and usability testing, this course also leverages on the general user experience design principles and process covered in our NICF - Digital User Experience Design course. Participants can expect substantial learning opportunities via hands-on workshops throughout the duration of the course.

This course is part of the Digital Innovation & Design Series offered by NUS-ISS.
Upcoming Classes
Class 1 26 Aug 2019 to 28 Aug 2019 (FullTime)
Class 2 20 Jan 2020 to 22 Jan 2020 (FullTime)"
NICF- Strategic Design & Innovation (SF),"Duration 2 days
Course Time 9.00am - 5.00pm
Enquiry Please contact Ms. Elizabeth EE at tel: 65165409 or email  for more details.
Organisational Innovation is the key to driving higher value, productivity and continued living standards in the economy.

Increasingly most design and innovation initiatives incorporate a technology element and so it�s critical that managers and leaders from across the organisation know how to structure and deliver these projects.

This course will provide organisational leaders and senior managers the framework necessary for strategic management of design and innovation within their organisation. The course will impress upon participants the power of strategic human centred design thinking to innovate and will also discuss the adoption of this in addressing systemic issues in fields such as healthcare, education etc.

Over 2 days, this course will provide attendees with an understanding of how to use a range of tools and techniques aiding the design, delivery, and governance of Digital innovation and design strategies.

This course is part of the Digital Innovation & Design series offered by NUS-ISS.

Upcoming Classes
Class 1 25 Jul 2019 to 26 Jul 2019 (FullTime)
Class 2 15 Jan 2020 to 16 Jan 2020 (Full Time)"
NICF- Service Design (SF),"Duration 3 days
Course Time 9am-5pm
Enquiry Please contact Ms. Elizabeth EE at tel: 65165409 or email  for more details.
Innovation is a primary source of competitive advantage in the global marketplace. Service Design leans on concepts and practices in �Design Thinking� to research and develop innovative ideas. The course offers organisations the process, methods, tools and techniques to translate innovation into a reality. In order to maximize the benefits of innovation, organisations are currently focused on three key aspects:

Building an environment suitable for Innovation and Design
Ensuring that the innovation and design process is efficient and effective
Equipping their team with the capability to design and deliver innovative solutions
Based on these aspects, this course provides participants with a practical, �hands on� exploration of the principles, tools, and frameworks such as Design Thinking for Service Design. The course also discusses the essentials needed to breed an innovation culture in the organisation.

This course is part of the Digital Innovation & Design series, Professional Diploma in Smart Health Leadership programme, Software Systems series as well as the Graduate Certificate in Designing and Managing Products and Platforms series offered by NUS-ISS.

Upcoming Classes
Class 1 02 Sep 2019 to 04 Sep 2019 (FullTime)
Class 2 29 Jan 2020 to 31 Jan 2020 (FullTime)"
NICF- Technopreneurship (SF),"Duration 4 days
Course Time 9:00am - 5:00pm
Enquiry Please contact Ms. Elizabeth EE at tel: 65165409 or email  for more details. If you possess a strong interest in setting up high-growth technology-based ventures; this course will equip you with the right set of skills, attitudes and knowledge to get you started.

The Technopreneurship course will provide you with a hands-on introduction to the venture management through a mix of experiential learning, skill building and most importantly, mindset shift. This fast-paced programme follows a structure that covers the major elements of start-up or entrepreneurship activity, focusing on key challenges faced in starting a venture.

This course is part of the Digital Innovation & Design Series offered by NUS-ISS.
Upcoming Classes
Class 1 17 Sep 2019 to 20 Sep 2019 (FullTime)"
NICF- Digital User Experience Design (SF),"Duration 3 days
Course Time 9:00am - 5:00pm
Enquiry Please contact Ms. Elizabeth EE at tel: 65165409 or email  for more details.
Note: Please bring your laptop (Mac or Windows) to the course as you will be doing website evaluation and hands on prototyping workshops.

This 3-day introductory course focuses on the principles and techniques in the design of good user experience in software applications. It traverses through the requirement, analysis, design and validation phases of the user experience design life cycle with emphasis on building empathy with users. Case scenarios, examples, exercises and workshops will be used throughout the course for participants to individually experience and reflect on what is good and bad UX design.

Designing for applications is about more than just usability. It is also about how well a particular application is able to relate, interact and serve for a meaningful experience. Good user experience encourages a higher engagement rate and sustained use of the applications. It also renders a beneficial experience for the user, which can lead to an increase in productivity. Bad user experience often leads to a myriad of issues and arguably one of the most damaging, is to the organisation�s or company�s image.

This course is part of the Digital Innovation & Design Series offered by NUS-ISS.

Upcoming Classes
Class 1 03 Jul 2019 to 05 Jul 2019 (Full Time)
Class 2 14 Aug 2019 to 16 Aug 2019 (FullTime)
Class 3 09 Sep 2019 to 11 Sep 2019 (FullTime)
Class 4 02 Oct 2019 to 04 Oct 2019 (FullTime)
Class 5 13 Nov 2019 to 15 Nov 2019 (FullTime)
Class 6 24 Feb 2020 to 26 Feb 2020 (FullTime)
"
NICF- Web Analytics and SEO (SF),"Duration 3 days
Course Time 9:00am - 5:00pm
Enquiry Please contact Ms. Elizabeth EE at tel: 65165409 or email  for more details.
Web Analytics & SEO are critical tools for modern organisations, enabling the optimisation of websites, online services, and digital marketing campaigns.  With tools and technology readily available in the market, it is essential for organisations to leverage on the data and insights to aid business decision making.

This 3-day introductory course provides a fast-paced, application-based introduction to Web Analytics & SEO, focusing on understanding organisational information needs and applying web analytics to achieve sales and marketing objectives. As an example of a Web Analytics tool, Google Analytics and its suite of tools (such as Google Search Console and Google Tag Manager) will be used to illustrate the application.

The course is designed to equip participants with practical knowledge and understanding of web analytics and SEO fundamentals, reporting, web monitoring tools, and application of information to meet business requirements.  Case scenarios, examples, exercises and hands-on workshops will be used throughout the course, providing participants with practical hands-on experience.

Upon completion of the course, participants will be able to implement and apply web analytics to an array of website analysis and web optimization scenarios.

This course is part of the Digital Innovation and Design series and Data Science series offered by NUS-ISS.

Upcoming Classes
Class 1 16 Sep 2019 to 18 Sep 2019 (Full Time)
Class 2 19 Feb 2020 to 21 Feb 2020 (FullTime)"
NICF- Social Media Analytics (SF),"Duration 3 days
Course Time 9:00am - 5:00pm
Enquiry Please contact Ms. Elizabeth EE at tel: 65165409 or email  for more details.
It is not enough to just employ social media tools. The ability to analyse and understand their impact, is fast becoming a business imperative. The insights embedded within social media can empower your organisation to make intelligent business decisions. These can lead to improvements in your customer and employee loyalty and in maximising the value of your efforts in sales, marketing, customer service, employee relations and product development. By understanding what your customers think about your organisations, products and services, you can then act quickly and remain competitive.

The Social Media Analytics course will help you to analyse and understand the impact of social media. These include:

What is the direct value of your Facebook page?
What is the ROI through your Twitter?
How to measure the impact of business metrics from your website or blog?
If you launch a social media campaign, how effective is the campaign?
With the massive volume and unrelenting continuity of social media, content can be overwhelming. How does a business make sense of it? How can you act upon the trends and sentiments within? And more crucially, how do you deliver the right social media intelligence to the right people at the right time to gain a competitive advantage?

During this course, you will learn how to effectively utilise social media analytics to create value for your organisation in the different departments which include:

Marketing:

Measure the value of social media to justify a capital investment
Integrate and implement an end-to-end social media strategy
Provide insights into current campaigns and improve on future ones
Sales:

Develop personalised offers that resonate with customers to increase sales
Product management:

Understand consumers in new markets and their specific cultural attributes
Develop and evolve products and solutions from direct social media analysis
Customer service:

Understand real customer issues and identify trends versus one-of-a-kind issues
Respond to and resolve customer issues before they become major problems
Through this course, you will not only learn to interpret the social media data gathered using social media monitoring tools but also, make sense of these data in order to take effective actions.

This course is part of the Digital Innovation & Design series and Data Science series offered by NUS-ISS.
Upcoming Classes
Class 1 10 Jul 2019 to 12 Jul 2019 (FullTime)
Class 2 02 Oct 2019 to 04 Oct 2019 (FullTime)
Class 3 09 Mar 2020 to 11 Mar 2020 (FullTime)"
