NICF- Intelligent Sensing and Sense Making ,"Duration	4 days
Course Time	9:00am - 5:00pm
Enquiry	Please contact Ms. Jaymee TAN at tel: 65161206 or email  for more details. Sensor and sensing technology has emerged as the primary enabling technology for a wide range of applications over the past decades, and will continue to contribute to be the core component of future technologies, such as multimedia systems, Internet of Things, control system, as well as cross-disciplinary applications with pattern recognition and artificial intelligence. This intelligent sensing and sense making course presents the core theory and algorithms of signal processing fundamentals, and practical signal processing skills and strategies for real-world industrial implementations through workshop sessions. 

In this 4-day course, participants will learn two key skills: (i) Performing analysis of sensor data using spatial filtering and frequency and statistical analysis; (ii) Building Intelligent systems that utilise advanced signal and sensor data processing. At the end of this course, students will be able to build intelligent systems such as smart machine diagnostic systems, smart healthcare monitoring systems, etc. 

This course is part of the Artificial Intelligence and Graduate Certificate in Pattern Recognition Systems Series offered by NUS-ISS."
NICF- Problem Solving using Pattern Recognition ,"Duration	5 days
Course Time	9:00am - 5:00pm
Enquiry	Please contact Ms. Jaymee TAN at tel: 65161206 or email  for more details.
Pattern recognition is one of the most important areas of Artificial Intelligence. It is a branch of machine learning that focuses on the recognition of patterns and regularities in data. Pattern recognition systems can be trained from labelled training data through supervised learning and or unlabelled data through unsupervised learning.

Pattern recognition has been widely used to solve many real-world problems such as image processing, speech recognition, data mining, business analytics, etc. There are many pattern recognition techniques available to perform different tasks such as regression, classification, clustering, etc. using various statistical and machine learning algorithms.

This course will be useful for participants to acquire pattern recognition knowledge. It will help participants analyse data more effectively by deriving useful hidden patterns in the data. Participants will also learn how to select and apply the most suitable pattern recognition techniques to solve the given problems and develop pattern recognition systems.

This course is part of the Artificial Intelligence and Graduate Certificate in Pattern Recognition Systems Series offered by NUS-ISS
Upcoming Classes
Class 1 04 Nov 2019 to 21 Nov 2019 (Full Time)"
NICF- Pattern Recognition and Machine Learning Systems ,"Duration	5 days
Course Time	9:00am - 5:00pm
Enquiry	Please contact Ms. Jaymee TAN at tel: 65161206 or email  for more details.
Machine learning uses statistical techniques to give computers the ability to ""learn"" with data without being explicitly programmed. With the most recent breakthrough in the area of deep learning, machine learning has made a big leap. Deep learning has enabled many practical applications in the areas of computer vision, natural language processing, etc.

There are many machine learning techniques available to develop intelligent systems and solve real-world complex problems. In this new era of AI and machine learning, it is important for IT professionals especially AI engineers to acquire the cutting-edge knowledge and skills in this area.

This course will be useful for IT and AI professionals to acquire advanced pattern recognition and machine learning techniques, especially deep learning techniques. Participants will learn how to select and apply the most suitable machine learning techniques to solve the given problems and develop intelligent systems. This course covers general principles and techniques with a unique focus on practical applications.  

 This course is part of the Artificial Intelligence and Graduate Certificate in Pattern Recognition Systems Series offered by NUS-ISS."
NICF- Text Analytics ,"Duration	3 days
Course Time	9.00am - 5.00pm
Enquiry	Please contact Ms. Geraldine WONG at tel: 65168554 or email  for more details. Do you know how to analyse customer sentiments about your company, products and services? Or how to keep track of your company�s service and quality delivery so that you are able to act quickly to insights that drive your business?

About 80% of enterprise-relevant data is in unstructured or semi-structured format. These include emails, documents, surveys, feedback forms, warranty claims, contact-centre notes and transcripts, web pages, news, data from social media, audios, videos and many more. A predominant amount of such data is available as text.

In order to gain competitive edge in the market, businesses and organisations are finding a growing need to expand their analysis scope to cover text data, especially in regards to customer feedback and social media data. This is so that critical insights can be uncovered to support business decision making and process improvement.

This course aims to equip you with the knowledge and skills to effectively analyse large amounts of textual data such as customer feedback and social media conversations to discover themes, patterns and trends to aid in improving business process and decision making. In scenario-based case studies, you will be introduced to common text analytics tasks such as data pre-processing and preparation, linguistic/knowledge resources management, concept extraction, text categorisation, clustering, association and trend analysis. You will practise performing these tasks following a well-defined process in hands-on sessions.

This 3-day data mining course focuses on introducing the essential analytical skills in modelling unstructured textual data such as customer feedback, reviews or comments to business and IT professionals.

This course is part of the Artificial Intelligence, Graduate Certificate in Business Analytics Practice and Graduate Certificate in Practice Language Processing Series offered by NUS-ISS.

This course need only be taken once throughout the Stackable Programme in Data Science.
Upcoming Classes
Class 1 17 Jul 2019 to 19 Jul 2019 (Full Time)
Class 2 06 Nov 2019 to 08 Nov 2019 (Full Time)
Class 3 03 Feb 2020 to 05 Feb 2020 (Full Time)"
NICF- Reasoning Systems ,"Duration	5 days
Course Time	9:00am - 5:00pm
Enquiry	Please contact Ms. Jaymee TAN at tel: 65161206 or email  for more details.
How can you capitalise on the use of Artificial Intelligence � Reasoning Systems to drive innovation and efficiency in your organisation? This 5-day course enables participants to understand the relevant knowledge needed to architect and/or lead teams executing intelligent system projects to reason, simulate, and optimise complex business problems. For example, how to predict future workload and staffing requirements by area, designation, skill and/or role; and how to dynamically redeploy workforce based on unplanned events (sick leave, workload and customer orders fluctuations) in real-time.

Through a mix of lectures reinforced by case examples, participants will acquire comprehensive knowledge of artificial intelligence (AI) techniques, including search, scheduling, optimisation, constraint satisfaction, evolutionary computation, and data mining. Participants will also get hands-on learning to integrate hybrid reasoning systems using computer tools (with some programming) to solve complex and time consuming problems."
NICF- Spatial Reasoning from Sensor Data ,"Duration	3 days
Course Time	9.00am - 5.00pm
Enquiry	Please contact Ms. WONG Swee Lee at tel: 65162020 or email  for more details. Spatial sensing and reasoning technology has been used for niche enterprise and industrial applications, such as mapping and urban planning, robotic navigation, for several years. This technology has caught on in recent years and found a wide range of application markets that include automotive, consumer, industrial, and many others.

This course presents the both fundamental technology of spatial reasoning from sensor data, and practical skills and strategies for real-world applications through workshop sessions.

In this 3-day course, it covers the fundamental principles of spatial sensing technology, such as scene representation, scanning and mapping, and spatial reasoning from sensor data, as well as practical workshop sessions that allow participants to simulate and implement hands-on spatial sensing and reasoning techniques. "
Certified Information Systems Security Professional (CISSP Exam Only),"Most participants will find it faster, more direct and easier to register the CISSP exam directly with Pearson Vue exam centre where you can pay using a credit card through the secured website.

If you are eligible and interested to seek funding support under CITREP on the CISSP exam, you may want to purchase CISSP exam voucher via NUS-ISS.

Upcoming Exam Processing
Class 1 31 May 2019 (Full Time)
Class 2 15 Jun 2019 (Full Time)
Class 3 15 Jul 2019 (Full Time)
Class 4 15 Aug 2019 (Full Time)"
Certified Secure Software Lifecycle Professional (CSSLP Exam Only),"Most participants will find it faster, more direct and easier to register the CSSLP exam directly with Pearson Vue exam centre where you can pay using a credit card through the secured website.

If you are eligible and interested to seek funding support under CITREP on the CSSLP exam, you may want to purchase CSSLP exam voucher via NUS-ISS.
 
Upcoming Exam Processing
Class 1 15 Jun 2019 (Full Time)
Class 2 15 Jul 2019 (Full Time)"
Certified Cloud Security Professional (CCSP Exam Only),"Most participants will find it faster, more direct and easier to register the CCSP exam directly with Pearson Vue exam centre where you can pay using a credit card through the secured website.
 
If you are eligible and interested to seek funding support under CITREP on the CCSP exam, you may want to purchase CCSP exam voucher via NUS-ISS.
 
Upcoming Exam Processing
Class 1 15 Jun 2019 (Full Time)
Class 2 15 Jul 2019 (Full Time)"
NICF- Securing IoT ,"Duration	2 days
Course Time	9.00am - 5.00pm
Enquiry	Please contact Ms. Jane LIM at tel: 66013975 or email  for more details. As Singapore progresses into a Smart Nation, Internet of Things (IoT) devices will be ubiquitous. Imagine a world where millions of devices are connected - we eventually will be seeing, hearing and sensing information via the Internet and improve productivity and the quality of human life. With this, comes challenges with IoT security as the next frontier in Cybersecurity. 

Smart City and Industry 4.0 Solutions are highly dependent on Internet of Thing (IoT) devices as the key source of data. To have good data integrity and quality at the IoT devices (at the source), the security of the IoT devices is a key consideration in its deployment. 

This is a 2-day course where participants are expected to come with an appreciation for IoT and build the security aspect upon it. Through the use of a case study, we will apply risk analysis methodology to assess the risk and design security controls to protect the IoT solutions while ensuring operational effectiveness and efficiency. 

This course is part of the Software Systems series, Cybersecurity series and Digital Strategy and Leadership series offered by NUS-ISS.
Upcoming Classes
Class 1 12 Sep 2019 to 13 Sep 2019 (Full Time)
Class 2 13 Feb 2020 to 14 Feb 2020 (Full Time)"
NICF- Design Secure Mobile Architecture ,"
Duration	3 days
Course Time	9.00am - 5.00pm
Enquiry	Please contact Ms. Verene HENG at email  for more details. As mobile adoption grows, so do security threats. Mobile devices are already an essential tool carried or worn by users worldwide and displacing conventional computers for everyday needs. With the number of smartphones and tablets on the increase, attacks on mobile devices are maturing. Gartner predicts that the focus of endpoint breaches will shift to smartphones and tablets in this year.

Mobile devices are affected by a range of security vulnerabilities, many of which are inherited from traditional attacks against web and desktop applications. However, several other classes of attack are specific to the mobile area and arise due to the way in which mobile applications are designed and the relatively unique entry points and attack surfaces that these applications create.

This course provides a technical review of the top security risks and controls to the iOS, Android and WebView mobile platforms, mobile apps development and integration to the enterprise that every IT professional needs to know. By combining lectures with discussion and hands-on workshops, the course prepares the mindset of participants to review the proposed mobile security architecture for businesses. 

This course is part of the Cybersecurity series, Software Systems series, Digital Strategy and Leadership series as well as Graduate Certificate in Securing Ubiquitous Systems series offered by NUS-ISS
Upcoming Classes
Class 1 22 Jun 2019 to 06 Jul 2019 (Full Time)
Class 2 29 Oct 2019 to 31 Oct 2019 (FullTime)
Class 3 11 Mar 2020 to 13 Mar 2020 (FullTime)"
NICF- Secure Software Development Lifecycle for Agile ,"Duration	3 days
Course Time	9:00am - 5:00pm
PDU	10
PDU and PD hours are available for this course
Enquiry	Please contact Ms. Verene HENG at email  for more details.
In light of heightened information security concerns, software development lifecycle processes must be approached through implementation of �Secure by Design� practices.

Without such focus on designing secure software applications, security exposures may lead to serious breaches or costly redevelopment.

Hence, software developers must be trained to understand security concerns, where they may impact on the solution, and be able to implement the application in a security-aware manner.  They must also be able to conduct security risk assessments and incorporate suitable mitigation measures in their software design.

Software is increasingly being developed within an agile project framework, such as Scrum. Such frameworks encourage iterative and incremental development in multiple iterations or sprints.

The objective of this course is to instill �Secure by Design� practices into the agile software development process so as to enable the team to produce applications that meet security requirements.

This course is part of the Cybersecurity series, Software Systems series, Digital Strategy and Leadership series as well as Graduate Certificate in Securing Ubiquitous Systems series offered by NUS-ISS. 

Upon successful completion of this course, you will earn 10 PDUs (Technical: 8.5, Strategy: 1.5). Note that for the purpose of PDU reporting, the PMI� REP Provider Number of ISS is �2339�.

Upcoming Classes
Class 1 20 Nov 2019 to 22 Nov 2019 (Full Time)
Class 2 08 Jan 2020 to 10 Jan 2020 (Full Time)"
NICF- AISP Qualified Information Security Professional Course ,"Duration	61.5 hours
Course Time	9.00am - 5.00pm
Enquiry	Please contact Ms. Jane LIM at tel: 66013975 or email  for more details. Register For Pre-requisite Entrance Test 

NICF-AISP Entrance Test for June 2019 intake 

Test date: 30 Apr 2019 
Test Time: 3pm-4pm 

NICF-AISP Entrance Test for Jul 2019 intake 

Test date: 31 May 2019 
Test Time: 3pm-4pm 

The threat of cyber attacks is a global priority and concern. Cybersecurity breaches are occurring with higher frequency and intensity, causing crippling devastation for businesses and organisations alike. The need for qualified information security professionals is therefore made even more crucial to minimise and eradicate this ominous issue.

The Association of Information Security Professionals (AISP) and the Institute of Systems Science (ISS) have launched the AISP Qualified Information Security Professional (QISP) course to provide broad-based information security knowledge to infocomm professionals in the various roles. It also equips infocomm security specialists with the essential skills to develop and further enhance their capabilities. AISP, ISS and the SkillsFuture Singapore Agency (SSG) have co-badged the QISP Certification with Singapore Workforce Skills Qualifications (WSQ) System.

This course will be conducted via self-paced e-Learning, supplemented with classroom sessions. This requires participants to have the discipline to self-study the online material before attending the respective classroom sessions. At the end of the course, participants must take and pass a mandatory 3-hour examination.

Participants need to satisfy all of the following pre-requisites in order to join this course:

Pass a pre-course entrance test
Have at least one year of relevant IT experience in system or network administration or software development
All registrants are required to take the pre-course entrance test. An invitation email will be sent nearer the course start date.

Please click here for the registration to the entrance test. Please click here for a sample of the entrance test. This course is part of the Digital Strategy and Leadership Series offered by NUS-ISS.
 

Upcoming Classes
Class 1 18 Jun 2019 to 04 Oct 2019 (Full Time)
Class 2 05 Jul 2019 to 11 Oct 2019 (Full Time)"
NICF- (ISC)2 CCSP CBK Training Seminar ,"Duration	5 days
Course Time	9.00am - 5.00pm
Enquiry	Please contact Ms. Jane LIM at tel: 66013975 or email  for more details.
As more organisations adopt cloud-based systems, new complexities and challenges surface. To ensure that cloud security professionals have the required knowledge, skills and abilities to audit, assess and secure cloud infrastructures, (ISC)� and the Cloud Security Alliance (CSA) recently developed the Certified Cloud Security Professional (CCSPSM).

The CCSP credential reflects in-depth knowledge derived from hands-on information security and cloud computing experience. It validates practical know-how for professionals whose responsibilities involve cloud security architecture, design, operations and service orchestration.

CCSP defines the qualifications and experience necessary to competently secure cloud services. Ultimately, it provides a new benchmark for cloud security knowledge and competence and is viewed as the most reliable indicator of overall proficiency in cloud security.  

This course is part of the Cybersecurity and Digital Strategy and Leadership Series offered by NUS-ISS.

Upcoming Classes
Class 1 10 Jun 2019 to 14 Jun 2019 (Full Time)
Class 2 25 Jul 2019 to 31 Jul 2019 (Full Time)
Class 3 16 Sep 2019 to 20 Sep 2019 (Full Time)
Class 4 11 Nov 2019 to 15 Nov 2019 (Full Time)
Class 5 20 Feb 2020 to 26 Feb 2020 (Full Time)"
NICF- Cybersecurity Risk Awareness ,"Duration	1 day
Course Time	9.00am - 5.00pm
Enquiry	Please contact Ms. Jane LIM at tel: 66013975 or email  for more details. In our current digitally disrupted era, cybersecurity has now become more critical and the stakes are much higher. Daily cyber attack occurrences demonstrate the risks posed by cyber-threats � from individual, opportunistic hackers, to professional and organised cyber criminals groups with strategies to systematically steal intellectual property, disrupt businesses and even threaten our safety.

Investing in cyber technology alone to address cyber threats is no longer sufficient. The biggest risks of cyber attack lies in the effective management of humans � the weakest link in cyber threat. This requires putting in place the right governance and the right supporting processes, along with the right enabling cyber technology. Such complexity cannot be an excuse for anyone within an organisation to differ accountability and responsibility to technical �experts� � the cybersecurity professionals. It is essential that the organisation takes control of allocating the right resources to address cyber threats, actively manage governance, risk and responses to cyber threats and incidents. This includes creating an informed and knowledgeable organisational culture that emphasises that cybersecurity is everyone�s responsibility � no exception.

This course is part of the CyberSecurity and Digital Strategy and Leadership Series offered by NUS-ISS.
Upcoming Classes
Class 1 13 Sep 2019 to 13 Sep 2019 (Full Time)
Class 2 14 Feb 2020 to 14 Feb 2020 (Full Time)"
NICF- Managing Cybersecurity Risk ,"Duration	3 days
Course Time	9.00am - 5.00pm
Enquiry	Please contact Ms. Jane LIM at tel: 66013975 or email  for more details.
With Singapore�s push towards international connectivity and the pervasive adoption of digital technologies as recommended by Committee on Future Economy (CFE), we inadvertently expand our cyber attack surface. Singaporean organisations and Singapore citizens are thus more exposed to global threats posed by cyber threats � from individual, opportunistic hackers, to professional and organised cyber criminals groups with strategies to systematically steal intellectual property, disrupt businesses and even threaten our safety.

In today�s digital business environment, cyber attacks can cripple the entire business operations if an organisation is unprepared. Investing in cybersecurity technology alone is insufficient to address cyber threats. Creating an informed and knowledgeable organisational culture that emphasises cybersecurity is a must for the entire organisation, and with business/operational leaders taking the lead is now an imperative.

This course is designed to provide you with the necessary skills to implement the right cybersecurity strategy and action plans, taking into considerations your business environment, your business and the potential cyber threats that will affect the business operations in the digital economy. In addition, it provides a detailed prescriptive framework which includes Incident Response Plan (using industry best practices) and a Cyber Maturity Model, instead of knowledge sharing without an approach to application. How public and private enterprises can play a role in ensuring that Singapore remain cyber resilience will also be discussed.

This course is part of the CyberSecurity and Digital Strategy and Leadership Series offered by NUS-ISS. "
NICF- Cyber Security for ICT Professionals ,"Duration	3 days
Course Time	9.00am - 5.00pm
Enquiry	Please contact Ms. Jane LIM at tel: 66013975 or email  for more details.
As organisations embrace the digital revolution, so do cyber criminals. Malicious cyber activities have evolved in sophistication, and stealth and teamwork are required to counter this. Not only cybersecurity professionals, ICT professionals too need to play their part in helping their organisations protect their assets from the ever-pervasive cyber threats.

The objective of this course is not to turn ICT professionals into cybersecurity professionals, but to equip them with sufficient cybersecurity knowledge so that they can incorporate security into their work at the outset rather than as an afterthought or, worse still, not at all.

This course is not recommended for those who have already attended NICF- AISP Qualified Information Security Professional Course

This course is part of the CyberSecurity and Digital Strategy and Leadership Series offered by NUS-ISS.

Upcoming Classes
Class 1 01 Oct 2019 to 03 Oct 2019 (Full Time)
Class 2 30 Mar 2020 to 01 Apr 2020 (Full Time)"
NICF- (ISC)� CSSLP CBK Training Seminar ,"Duration	5 days
Course Time	9.00am - 5.00pm
Enquiry	Please contact Ms. Jane LIM at tel: 66013975 or email  for more details. In light of heightened information security concerns, organisations are looking at security as part of software development and the software lifecycle. The official 5-day (ISC)2 CSSLP� CBK Training Seminar is the exclusive review course endorsed by (ISC)2  to learn security best practices and industry standards for the software lifecycle, which is critical to a Certified Secure Software Lifecycle Professional (CSSLP�).

You will learn about the tools, processes and on how security should be built into each phase of the software lifecycle. The course details security measures that must be put in place during the requirements, design, implementation, testing and acceptance phases as well as during deployment, operations, maintenance and ultimately disposal.

This will ensure you are properly prepared to take on the constant evolving vulnerabilities exposed in software development.

This course is part of the Cybersecurity and Digital Strategy and Leadership series offered by NUS-ISS.
Upcoming Classes
Class 1 24 Jun 2019 to 28 Jun 2019 (Full Time)
Class 2 25 Nov 2019 to 29 Nov 2019 (Full Time)
Class 3 09 Mar 2020 to 13 Mar 2020 (Full Time)"
NICF- Recommender Systems ,"Duration	3 days
Course Time	9.00am - 5.00pm
Enquiry	Please contact Ms. Sherlyn LIM at tel: 65165777 or email  for more details.
Everyday decisions, from which products to buy, movies to watch and restaurants to try, are more and more being put in the hands of a new source: recommendation systems. Recommendation systems work by studying the past behaviours and purchases of users along with their preferences and product ratings. Using these and other relevant data they are able to provide recommendations and choices of interest to users in terms of �Relevant Job postings�, �Movies of Interest�, �Suggested Videos�, �People who bought this also bought this� etc.

Recommender systems have been widely used by online shopping companies such as Amazon.com. They play a critical role in analysing customer transactions and web browsing behaviours to provide sound recommendations for their customers, contributing to sales revenue and profitability. In this regard, a reliable and efficient recommendation system is essential for many companies� market and business success.

This course is part of the Data Science and Graduate Certificate in Business Analytics Practice Series offered by NUS-ISS."
NICF- New Media and Sentiment Mining ,"Duration	4 days
Course Time	9.00am - 5.00pm
Enquiry	Please contact Ms. Sherlyn LIM at tel: 65165777 or email  for more details.
Do you have a lot of textual data from various sources like customers, internal documents, emails, news articles and the social media that comes in fast and furious? Do you want to extract meaningful opinions and sentiments from these textual data automatically? This course further extends the knowledge and skillsets built by the NICF - Text Analytics  course. It equips the attendee with the necessary skillsets to design sentiment analysis system and apply them in various social fields. 

The ability to process and analyse voluminous textual data provides the participants an edge in this new media age. The objective of this course is to introduce participants to sentiment analysis and its applications. Participants will gain the requisite skills to evaluate the supervised learning algorithms for sentiment classification. They will be able to evaluate and analyse granular meaning of texts from documents and articles.

The course will assume that the participants have good knowledge of text analytics and techniques, and some hands on experience of modelling using these techniques using Python. Participants are also expected to have knowledge of statistics at the level of the NICF - Statistics Bootcamp  course.

This course is part of the Artificial Intelligence and Graduate Certificate in Practical Language Processing Series offered by NUS-ISS.

 

Upcoming Classes
Class 1 29 Oct 2019 to 01 Nov 2019 (Full Time)"
